Source,Target
141493,61539
141493,147504
141493,90765
141493,143885
141493,71736
141493,157488
141493,134041
141493,50896
141493,66558
141493,126051
141493,150108
141493,84901
141493,112974
141493,66585
141493,48741
141493,81896
141493,125989
141493,77174
141493,61852
141493,160793
141493,115622
141493,39276
141493,32001
141493,35653
141493,162203
141493,60125
141493,100890
141493,36569
141493,163584
141493,58397
141493,21362
141493,137702
141493,117163
141493,14013
141493,91189
141493,80573
141493,96661
141493,13013
141493,4619
141493,150750
141493,106895
141493,89335
141493,113499
141493,58515
141493,22587
141493,49788
141493,150112
141493,107508
141493,166291
141493,32360
141493,97413
141493,145522
141493,145637
141493,101997
141493,72284
141493,39231
141493,118051
141493,24297
141493,28610
141493,105755
141493,58243
141493,70345
141493,145944
141493,84410
141493,69488
141493,1022
141493,142398
141493,120116
141493,155148
141493,28228
141493,148167
141493,115772
141493,167860
141493,18523
141493,45830
141493,73213
141493,47872
141493,67730
141493,142255
141493,103267
141493,76551
141493,153098
141493,163982
141493,116201
141493,65538
141493,33877
141493,148880
141493,68506
141493,160500
141493,48298
141493,138876
141493,37420
141493,126311
141493,145255
141493,70146
141493,142403
141493,131974
141493,142512
141493,31842
141493,37266
141493,115881
141493,35103
141493,135695
141493,122816
141493,163571
141493,20699
141493,150950
141493,122895
141493,144619
141493,88951
141493,141610
141493,75451
141493,66893
141493,143648
141493,126784
141493,23178
141493,135500
141493,106280
141493,66666
141493,50644
141493,150944
141493,113867
141493,145867
141493,53888
141493,115552
141493,50026
141493,25003
141493,11303
141493,79499
141493,157936
141493,145254
141493,156038
141493,127835
141493,16533
141493,160215
141493,24517
141493,105734
141493,94857
141493,167139
141493,37045
141493,63588
141493,62456
141493,51973
141493,109353
141493,70483
141493,19225
141493,58206
141493,4990
141493,77666
141493,145847
141493,155484
141493,150523
141493,157005
141493,143843
141493,108822
141493,116952
141493,142365
141493,125433
141493,150458
141493,81221
141493,164184
141493,47953
141493,105932
141493,161236
141493,1756
141493,130550
141493,37673
141493,160785
141493,142681
141493,91382
141493,9370
141493,56394
141493,149806
141493,63850
141493,98164
141493,22840
141493,35382
141493,123325
141493,22330
141493,48547
141493,144493
141493,59292
141493,18689
141493,16697
141493,5276
141493,80926
141493,124888
141493,71371
141493,45587
141493,111254
141493,141338
141493,121717
141493,72067
141493,53560
141493,150953
141493,111314
141493,22877
141493,33585
141493,41677
141493,112797
141493,157118
141493,39342
141493,141140
141493,57451
141493,13149
141493,115631
141493,117878
141493,100286
141493,151657
141493,49187
141493,165994
141493,69255
141493,108973
141493,130022
141493,89959
141493,46800
141493,99092
141493,11389
141493,81666
141493,75586
141493,114088
141493,42686
141493,53413
141493,165340
141493,53416
141493,153757
141493,90338
141493,148118
141493,83963
141493,126116
141493,15712
141493,113096
141493,134186
141493,114460
141493,154440
141493,133304
141493,95532
141493,137258
141493,124088
141493,92912
141493,121176
141493,41557
141493,139277
141493,134737
141493,69416
141493,156484
141493,73033
141493,105591
141493,86752
141493,63296
141493,9627
141493,37078
141493,70400
141493,82794
141493,138171
141493,164205
141493,29217
141493,63297
141493,128889
141493,3259
141493,72063
141493,129150
141493,43981
141493,27055
141493,28437
141493,147101
141493,96901
141493,5628
141493,141455
141493,111467
141493,1299
141493,117785
141493,115041
141493,120455
141493,141164
141493,138294
141493,110900
141493,134946
141493,98750
141493,9932
141493,73675
141493,123823
141493,84226
141493,89069
141493,122207
141493,105425
141493,90564
141493,68862
141493,82784
141493,117355
141493,132566
141493,23577
141493,128792
141493,159551
141493,120614
141493,961
141493,11189
141493,153670
141493,94804
141493,32114
141493,97902
141493,142924
141493,21018
141493,148939
141493,12383
141493,70588
141493,48734
141493,69899
141493,129530
141493,103375
141493,80422
141493,11671
141493,1073
141493,133996
141493,124373
141493,105340
141493,4758
141493,120046
141493,122142
141493,80689
141493,84296
141493,16124
141493,21072
141493,19110
141493,50976
141493,138930
141493,117052
141493,27472
141493,33222
141493,107941
141493,57896
141493,15325
141493,66589
141493,108423
141493,132930
141493,167654
141493,39352
141493,113768
141493,72642
141493,136961
141493,41306
141493,140089
141493,148303
141493,152749
141493,47502
141493,97803
141493,99988
141493,84918
141493,126678
141493,119304
141493,49457
141493,102289
141493,29742
141493,12097
141493,67099
141493,27208
141493,119169
141493,88329
141493,1801
141493,115625
141493,87088
141493,27710
141493,81715
141493,154746
141493,27310
141493,97719
141493,14793
141493,24024
141493,67083
141493,114345
141493,47734
141493,140889
141493,21509
141493,52073
141493,128113
141493,17810
141493,138670
141493,144879
141493,113287
141493,145716
141493,49682
141493,15635
141493,131284
141493,144938
141493,138258
141493,81636
141493,32374
141493,157434
141493,114824
141493,4221
141493,81729
141493,154681
141493,126488
141493,100960
141493,91257
141493,92516
141493,25110
141493,63616
141493,141630
141493,80123
141493,23832
141493,8138
141493,39177
141493,119591
141493,134786
141493,121010
141493,156606
141493,3416
141493,131026
141493,81603
141493,128194
141493,159299
141493,94991
141493,157926
141493,112660
141493,150285
141493,76475
141493,28551
141493,88887
141493,132072
141493,147964
141493,110434
141493,122243
141493,111561
141493,44467
141493,74435
141493,52701
141493,91141
141493,119093
141493,75592
141493,62951
141493,108267
141493,51308
141493,263
141493,71828
141493,11297
141493,76099
141493,147253
141493,99183
141493,2884
141493,57137
141493,117529
141493,114831
141493,108092
141493,136139
141493,89208
141493,97130
141493,22321
141493,91688
141493,89738
141493,54162
141493,125151
141493,74483
141493,29772
141493,23524
141493,122801
141493,98167
141493,86652
141493,69368
141493,131629
141493,74870
141493,14398
141493,23279
141493,41324
141493,82881
141493,161817
141493,79534
141493,110229
141493,163671
141493,21132
141493,89487
141493,126031
141493,37390
141493,55537
141493,49978
141493,43883
141493,72312
141493,86584
141493,141007
141493,120865
141493,13968
141493,139419
141493,162164
141493,127934
141493,56700
141493,93403
141493,79211
141493,162859
141493,145981
141493,38289
141493,11363
141493,109490
141493,3455
141493,1066
141493,62880
141493,38346
141493,118583
141493,128173
141493,8767
141493,82706
141493,89201
141493,89434
141493,104238
141493,26475
141493,163978
141493,89543
141493,83512
141493,148961
141493,107563
141493,71815
141493,82616
141493,37913
141493,158114
141493,125358
141493,141973
141493,90943
141493,107886
141493,149070
141493,144117
141493,152341
141493,62801
141493,53128
141493,48489
141493,111991
141493,30894
141493,80662
141493,2716
141493,73748
141493,44435
141493,81932
141493,98634
141493,112853
141493,43399
141493,141451
141493,66483
141493,58248
141493,9735
141493,1927
141493,76630
141493,155839
141493,45302
141493,10235
141493,95692
141493,16110
141493,13909
141493,9290
141493,22983
141493,113928
141493,112179
141493,7376
141493,101505
141493,89606
141493,87934
141493,17757
141493,32850
141493,45955
141493,140432
141493,62805
141493,88775
141493,151794
141493,86966
141493,44597
141493,71953
141493,165397
141493,100037
141493,38521
141493,107649
141493,10507
141493,116573
141493,32631
141493,161125
141493,157965
141493,90899
141493,103295
141493,769
141493,76643
141493,105999
141493,151535
141493,71383
141493,74756
141493,127477
141493,43479
141493,164954
141493,52404
141493,151239
141493,72294
141493,32194
141493,41313
141493,7678
141493,152839
141493,92492
141493,118792
141493,138027
141493,128374
141493,58239
141493,142992
141493,162825
141493,104011
141493,131603
141493,61925
141493,12595
141493,89609
141493,55965
141493,160307
141493,25865
141493,27063
141493,134623
141493,162847
141493,63952
141493,124566
141493,29941
141493,146783
141493,101668
141493,151190
141493,141862
141493,51135
141493,57937
141493,20575
141493,141707
141493,103393
141493,59368
141493,37085
141493,126771
141493,167683
141493,23295
141493,92475
141493,113234
141493,51283
141493,9086
141493,48619
141493,148142
141493,30021
141493,48218
141493,60075
141493,164500
141493,155471
141493,46719
141493,61485
141493,109321
141493,60174
141493,47802
141493,118467
141493,164531
141493,6282
141493,148830
141493,11423
141493,161829
141493,44496
141493,63646
141493,55954
141493,30960
141493,34540
141493,37324
141493,129535
141493,141561
141493,78638
141493,44448
141493,129788
141493,40704
141493,18056
141493,78095
141493,10774
141493,69712
141493,36275
141493,82358
141493,27603
141493,104392
141493,143988
141493,60466
141493,156850
141493,113744
141493,46084
141493,108927
141493,23879
141493,74695
141493,104763
141493,12382
141493,117187
141493,147083
141493,43113
141493,104348
141493,131308
141493,73687
141493,93330
141493,92487
141493,52064
141493,50083
141493,145016
141493,152612
141493,167145
141493,162564
141493,82988
141493,14040
141493,103164
141493,26616
141493,139591
141493,123267
141493,85826
141493,83457
141493,130651
141493,21205
141493,77990
141493,129820
141493,158652
141493,18728
141493,77235
141493,153573
141493,93174
141493,18513
141493,105634
141493,54586
141493,59854
141493,71648
141493,96799
141493,151291
141493,18226
141493,125921
141493,9033
141493,56255
141493,155511
141493,5703
141493,5417
141493,20154
141493,98960
141493,6561
141493,31027
141493,80263
141493,55192
141493,104967
141493,115904
141493,56624
141493,129328
141493,88457
141493,57152
141493,122039
141493,37279
141493,100911
141493,115950
141493,87286
141493,87373
141493,105183
141493,49425
141493,123414
141493,13654
141493,107776
141493,77657
141493,134591
141493,152728
141493,41518
141493,123638
141493,132517
141493,35435
141493,150232
141493,156809
141493,139454
141493,119515
141493,147123
141493,68365
141493,104445
141493,110554
141493,66832
141493,92466
141493,83915
141493,65084
141493,75784
141493,20206
141493,118993
141493,12417
141493,38187
141493,53010
141493,5303
141493,144945
141493,64066
141493,114422
141493,2104
141493,118916
141493,654
141493,92267
141493,162033
141493,24850
141493,78714
141493,123231
141493,7800
141493,53666
141493,121873
141493,20561
141493,24493
141493,81994
141493,127377
141493,146294
141493,150457
141493,7163
141493,108332
141493,49060
141493,3687
141493,333
141493,8969
141493,83051
141493,64857
141493,91587
141493,49379
141493,7983
141493,133181
141493,132690
141493,138677
141493,80389
141493,42504
141493,155310
141493,75932
141493,89703
141493,108133
141493,146434
141493,140832
141493,44558
141493,154360
141493,132371
141493,159801
141493,85137
141493,126127
141493,120807
141493,54057
141493,25338
141493,138800
141493,74863
141493,116360
141493,80685
141493,153809
141493,55648
141493,13932
141493,61130
141493,45206
141493,104034
141493,76462
141493,105524
141493,4567
141493,84953
141493,133624
141493,5800
141493,163457
141493,73935
141493,17763
141493,147050
141493,161582
141493,24094
141493,155520
141493,68705
141493,9644
141493,144009
141493,114516
141493,41440
141493,61225
141493,15123
141493,143754
141493,64959
141493,140892
141493,12171
141493,155933
141493,87469
141493,126623
141493,102055
141493,64441
141493,122314
141493,117831
141493,45296
141493,136778
141493,152760
141493,162083
141493,126007
141493,27092
141493,40660
141493,36081
141493,70621
141493,32702
141493,110466
141493,74013
141493,76184
141493,61139
141493,139965
141493,88664
141493,44820
141493,12065
141493,120677
141493,152402
141493,4652
141493,65197
141493,53913
141493,102460
141493,165928
141493,161044
141493,7164
141493,166126
141493,13002
141493,145856
141493,120945
141493,79459
141493,90841
141493,24118
141493,20706
141493,4660
141493,139285
141493,45146
141493,99800
141493,54076
141493,90577
141493,82895
141493,120883
141493,11206
141493,71228
141493,102292
141493,76626
141493,157069
141493,91388
141493,112688
141493,99744
141493,74845
141493,7877
141493,107564
141493,75154
141493,55062
141493,101353
141493,48109
141493,124976
141493,7335
141493,36033
141493,109416
141493,147085
141493,119913
141493,63259
141493,109964
141493,46059
141493,100804
141493,138796
141493,56531
141493,21926
141493,13534
141493,3753
141493,98528
141493,115062
141493,6758
141493,47637
141493,31199
141493,115035
141493,131911
141493,52534
141493,141170
141493,734
141493,156802
141493,101012
141493,94163
141493,111705
141493,153780
141493,16408
141493,147244
141493,72307
141493,137845
141493,148881
141493,106380
141493,46991
141493,62388
141493,16261
141493,152157
141493,96173
141493,51366
141493,65107
141493,78618
141493,10591
141493,42384
141493,51279
141493,124799
141493,38244
141493,77975
141493,5169
141493,64522
141493,65093
141493,98217
141493,155899
141493,24999
141493,128788
141493,105492
141493,27956
141493,165060
141493,136807
141493,128392
141493,71372
141493,50335
141493,93982
141493,141584
141493,3725
141493,141485
141493,116941
141493,94594
141493,15101
141493,22048
141493,49529
141493,167615
141493,88588
141493,28080
141493,52232
141493,46342
141493,112427
141493,143156
141493,138712
141493,102560
141493,162643
141493,106587
141493,109324
141493,47311
141493,152300
141493,93521
141493,97348
141493,140352
141493,85604
141493,123389
141493,67435
141493,101382
141493,127422
141493,136109
141493,28158
141493,57359
141493,157195
141493,4782
141493,41879
141493,49026
141493,131453
141493,102881
141493,55288
141493,3040
141493,58136
141493,158572
141493,102882
141493,68588
141493,90428
141493,54964
141493,133671
141493,21956
141493,106855
141493,159913
141493,86146
141493,94147
141493,14172
141493,6205
141493,148357
141493,79207
141493,152477
141493,139896
141493,120312
141493,142537
141493,7406
141493,78449
141493,90782
141493,101196
141493,16236
141493,62732
141493,135103
141493,4460
141493,165154
141493,47278
141493,79179
141493,115240
141493,22101
141493,153630
141493,92167
141493,33055
141493,160736
141493,9758
141493,44345
141493,60578
141493,66461
141493,69662
141493,41991
141493,3097
141493,46720
141493,100512
141493,115949
141493,90192
141493,76508
141493,5298
141493,117945
141493,28956
141493,78238
141493,76355
141493,110399
141493,37140
141493,166813
141493,140398
141493,90140
141493,78213
141493,51716
141493,20961
141493,114118
141493,126268
141493,23468
141493,158395
141493,145029
141493,137180
141493,117832
141493,11759
141493,165773
141493,44162
141493,28145
141493,121668
141493,43378
141493,127497
141493,26321
141493,33469
141493,135020
141493,117178
141493,65615
141493,71059
141493,16813
141493,143850
141493,129032
141493,151104
141493,129274
141493,121788
141493,37677
141493,152663
141493,138714
141493,152724
141493,100153
141493,89465
141493,21433
141493,134772
141493,109934
141493,113382
141493,163962
141493,115134
141493,102279
141493,35787
141493,71007
141493,98728
141493,125057
141493,141167
141493,111847
141493,48213
141493,135579
141493,30915
141493,80201
141493,135214
141493,2452
141493,151520
141493,16810
141493,142660
141493,130944
141493,43914
141493,72610
141493,129152
141493,7004
141493,165954
141493,16418
141493,103403
141493,9741
141493,122544
141493,113831
141493,106384
141493,153659
141493,34523
141493,131300
141493,56723
141493,124589
141493,143572
141493,156390
141493,67891
141493,72451
141493,102464
141493,75204
141493,160484
141493,120282
141493,117879
141493,141532
141493,23101
141493,48689
141493,167687
141493,116080
141493,11513
141493,107299
141493,32239
141493,99011
141493,39607
141493,3463
141493,93946
141493,67297
141493,123900
141493,76916
141493,158821
141493,38315
141493,153063
141493,70689
141493,102219
141493,137181
141493,63514
141493,123579
141493,9410
141493,95695
141493,167835
141493,146173
141493,160560
141493,106150
141493,92556
141493,45012
141493,130422
141493,40724
141493,163443
141493,166689
141493,2923
141493,70280
141493,74127
141493,44877
141493,139584
141493,1781
141493,163832
141493,78963
141493,73313
141493,149542
141493,102495
141493,61929
141493,143406
141493,61051
141493,52181
141493,44494
141493,30805
141493,125264
141493,158702
141493,138878
141493,121570
141493,105704
141493,96459
141493,128774
141493,74430
141493,90579
141493,1890
141493,165128
141493,152694
141493,140538
141493,5209
141493,166554
141493,49975
141493,5959
141493,38506
141493,144679
141493,131970
141493,143527
141493,116049
141493,107403
141493,18955
141493,61069
141493,19500
141493,117264
141493,83009
141493,88062
141493,134318
141493,36013
141493,68590
141493,96428
141493,120928
141493,30861
141493,112473
141493,9950
141493,108687
141493,121628
141493,108821
141493,52130
141493,130028
141493,21965
141493,115128
141493,91794
141493,67664
141493,69790
141493,1782
141493,72788
141493,157957
141493,72272
141493,125131
141493,106866
141493,133374
141493,2430
141493,72759
141493,58250
141493,99296
141493,155193
141493,4883
141493,117281
141493,5283
141493,28337
141493,12481
141493,39393
141493,10199
141493,5302
141493,56908
141493,108762
141493,140573
141493,34274
141493,67725
141493,9171
141493,133189
141493,166619
141493,68777
141493,158096
141493,152862
141493,106729
141493,77720
141493,159167
141493,159521
141493,140201
141493,10040
141493,15031
141493,66759
141493,88156
141493,83967
141493,167214
141493,160688
141493,125569
141493,101153
141493,97371
141493,27452
141493,9306
141493,31413
141493,146068
141493,68797
141493,133772
141493,102073
141493,70110
141493,133706
141493,102059
141493,168080
141493,138992
141493,122156
141493,147060
141493,80459
141493,107996
141493,113456
141493,58457
141493,51804
141493,115952
141493,58605
141493,127296
141493,99949
141493,88024
141493,119545
141493,156204
141493,118087
141493,98202
141493,105570
141493,126048
141493,100737
141493,70729
141493,137415
141493,163254
141493,137780
141493,154526
141493,139985
141493,65017
141493,89568
141493,44938
141493,131606
141493,146578
141493,165975
141493,108006
141493,159557
141493,104822
141493,156001
141493,7817
141493,58899
141493,106943
141493,160888
141493,16368
141493,40239
141493,27789
141493,93421
141493,129352
141493,90859
141493,80128
141493,97044
141493,154875
141493,167551
141493,148602
141493,71221
141493,108500
141493,166246
141493,148694
141493,125845
141493,18346
141493,9349
141493,70207
141493,70748
141493,143607
141493,27763
141493,18510
141493,133729
141493,52818
141493,75744
141493,62860
141493,129826
141493,6720
141493,46080
141493,167373
141493,92203
141493,156867
141493,126369
141493,82289
141493,98641
141493,121266
141493,7992
141493,75033
141493,14563
141493,21444
141493,158236
141493,47181
141493,148673
141493,130260
141493,154742
141493,66808
141493,135371
141493,132296
141493,43076
141493,128575
141493,5652
141493,121589
141493,134424
141493,53031
141493,70225
141493,102590
141493,82530
141493,144325
141493,122647
141493,135745
141493,98603
141493,139979
141493,45123
141493,20048
141493,156613
141493,35024
141493,60952
141493,107059
141493,147230
141493,112796
141493,129454
141493,161557
141493,113463
141493,65699
141493,163633
141493,56370
141493,22268
141493,2689
141493,116124
141493,134397
141493,10478
141493,86818
141493,132214
141493,101896
141493,127654
141493,34625
141493,65346
141493,71186
141493,154514
141493,68808
141493,86382
141493,70108
141493,83237
141493,88125
141493,20322
141493,129608
141493,37202
141493,19418
141493,167463
141493,158900
141493,127637
141493,87271
141493,60873
141493,13622
141493,4229
141493,71788
141493,165411
141493,107199
141493,81098
141493,7553
141493,108138
141493,137220
141493,53179
141493,23663
141493,33704
141493,29850
141493,84731
141493,77752
141493,64501
141493,79226
141493,45155
141493,57506
141493,122080
141493,118468
141493,2698
141493,25325
141493,12315
141493,43365
141493,22633
141493,144791
141493,153110
141493,16384
141493,163469
141493,155801
141493,128333
141493,117251
141493,114561
141493,67984
141493,69756
141493,2764
141493,98517
141493,48802
141493,112131
141493,95662
141493,148149
141493,108305
141493,125430
141493,78772
141493,54712
141493,90464
141493,1442
141493,20050
141493,38242
141493,156307
141493,146903
141493,80963
141493,71464
141493,72428
141493,59554
141493,45224
141493,125803
141493,135825
141493,6815
141493,18461
141493,22150
141493,63246
141493,143073
141493,48536
141493,115426
141493,146074
141493,111389
141493,162900
141493,798
141493,84034
141493,114173
141493,18320
141493,44259
141493,136219
141493,16922
141493,32690
141493,59100
141493,83333
141493,130060
141493,149123
141493,40074
141493,23560
141493,4009
141493,83730
141493,43921
141493,162306
141493,90589
141493,114310
141493,38665
141493,25382
141493,98523
141493,38094
141493,63907
141493,154493
141493,129251
141493,131221
141493,146652
141493,162817
141493,31208
141493,37470
141493,49199
141493,79759
141493,133800
141493,149349
141493,68999
141493,9768
141493,71574
141493,56871
141493,103781
141493,155643
141493,75515
141493,60379
141493,7702
141493,58969
141493,51741
141493,32430
141493,139717
141493,109771
141493,88679
141493,89303
141493,114884
141493,154553
141493,14064
141493,105078
141493,132117
141493,62193
141493,102052
141493,50699
141493,97596
141493,88115
141493,146062
141493,111201
141493,12896
141493,41222
141493,19900
141493,43194
141493,97050
141493,11787
141493,34703
141493,149409
141493,26909
141493,18375
141493,20438
141493,55428
141493,27184
141493,118931
141493,132985
141493,103207
141493,98836
141493,104066
141493,167836
141493,138432
141493,22605
141493,5631
141493,26459
141493,106144
141493,159790
141493,52820
141493,107204
141493,72344
141493,157825
141493,71337
141493,154760
141493,126402
141493,30003
141493,29090
141493,90770
141493,135930
141493,93255
141493,145912
141493,118945
141493,116028
141493,33652
141493,144238
141493,50713
141493,81490
141493,37764
141493,104481
141493,160848
141493,114126
141493,89821
141493,30104
141493,52632
141493,107397
141493,39971
141493,70911
141493,139296
141493,49921
141493,45181
141493,19158
141493,21089
141493,106040
141493,25568
141493,38243
141493,140724
141493,29789
141493,166343
141493,141025
141493,57493
141493,113590
141493,104521
141493,165795
141493,20990
141493,144939
141493,148981
141493,54419
141493,144599
141493,35747
141493,7519
141493,28376
141493,64889
141493,70037
141493,64479
141493,19076
141493,56017
141493,105226
141493,33246
141493,122804
141493,39757
141493,166994
141493,118092
141493,154438
141493,50396
141493,23029
141493,62445
141493,89171
141493,77659
141493,91720
141493,129909
141493,124880
141493,96701
141493,157106
141493,90929
141493,105565
141493,92494
141493,117053
141493,141849
141493,50248
141493,141085
141493,98715
141493,57059
141493,32366
141493,113413
141493,62436
141493,162359
141493,98446
141493,161278
141493,4597
141493,105202
141493,93431
141493,35349
141493,54354
141493,37597
141493,20195
141493,32646
141493,56102
141493,131685
141493,12162
141493,93266
141493,30597
141493,146164
141493,135348
141493,50718
141493,151408
141493,115715
141493,146545
141493,118080
141493,143325
141493,80524
141493,160250
141493,4796
141493,81101
141493,5853
141493,38808
141493,62577
141493,1298
141493,37340
141493,164843
141493,73404
141493,81003
141493,32016
141493,63970
141493,34038
141493,76730
141493,87695
141493,142894
141493,111372
141493,58037
141493,160972
141493,48903
141493,37691
141493,75044
141493,136817
141493,24931
141493,59726
141493,90551
141493,9443
141493,77357
141493,33957
141493,6043
141493,53544
141493,1873
141493,117286
141493,39698
141493,123452
141493,77171
141493,140480
141493,115666
141493,63469
141493,93039
141493,146457
141493,4848
141493,109660
141493,94821
141493,94328
141493,126712
141493,41341
141493,25743
141493,126452
141493,163871
141493,9762
141493,97970
141493,17578
141493,10677
141493,69804
141493,150560
141493,78106
141493,137017
141493,147621
141493,110578
141493,29113
141493,77177
141493,5843
141493,15015
141493,80181
141493,12292
141493,52195
141493,154277
141493,14884
141493,125500
141493,71625
141493,8684
141493,33195
141493,116552
141493,110375
141493,84813
141493,20382
141493,46665
141493,165421
141493,158539
141493,97439
141493,144264
141493,135881
141493,91726
141493,150275
141493,110073
141493,120703
141493,126578
141493,161597
141493,160887
141493,25030
141493,118291
141493,44084
141493,85368
141493,164637
141493,22084
141493,35825
141493,70726
141493,47526
141493,116842
141493,45303
141493,137127
141493,162374
141493,80941
141493,18630
141493,88002
141493,159822
141493,11805
141493,139590
141493,160527
141493,105864
141493,76937
141493,144821
141493,146481
141493,106119
141493,55560
141493,130801
141493,164223
141493,146370
141493,151755
141493,148704
141493,75353
141493,19695
141493,133301
141493,162153
141493,46098
141493,25622
141493,17865
141493,39387
141493,55840
141493,147220
141493,31552
141493,76241
141493,167107
141493,42971
141493,5320
141493,167952
141493,155688
141493,79756
141493,61580
141493,1772
141493,116673
141493,21281
141493,72124
141493,19408
141493,323
141493,1254
141493,35097
141493,134660
141493,67035
141493,77214
141493,95068
141493,67676
141493,20936
141493,121432
141493,61125
141493,633
141493,20109
141493,136579
141493,54680
141493,17927
141493,157221
141493,128499
141493,5385
141493,6967
141493,115223
141493,154052
141493,24076
141493,149672
141493,40861
141493,143670
141493,125198
141493,133076
141493,44377
141493,40728
141493,136592
141493,79695
141493,118537
141493,159348
141493,82536
141493,39354
141493,83848
141493,77205
141493,17361
141493,8355
141493,65207
141493,128515
141493,36014
141493,149646
141493,7216
141493,2637
141493,2496
141493,70596
141493,31584
141493,122295
141493,91310
141493,56740
141493,140933
141493,94064
141493,82438
141493,91795
141493,12120
141493,82747
141493,157448
141493,668
141493,147073
141493,115587
141493,123591
141493,41297
141493,99248
141493,58016
141493,86606
141493,114463
141493,33503
141493,121592
141493,146961
141493,150009
141493,98571
141493,126576
141493,138526
141493,112711
141493,118656
141493,20373
141493,7417
141493,110311
141493,27190
141493,38036
141493,147231
141493,119960
141493,164811
141493,143155
141493,150414
141493,8454
141493,99921
141493,59971
141493,21897
141493,418
141493,87198
141493,18811
141493,12848
141493,11739
141493,126102
141493,103637
141493,124302
141493,165571
141493,17098
141493,123777
141493,120040
141493,105346
141493,22436
141493,142071
141493,24769
141493,145269
141493,54703
141493,6033
141493,31162
141493,134560
141493,70867
141493,38567
141493,135759
141493,90083
141493,23700
141493,152460
141493,128299
141493,131593
141493,76785
141493,72577
141493,112207
141493,19102
141493,115843
141493,87219
141493,96709
141493,70651
141493,64106
141493,152113
141493,9794
141493,74583
141493,32298
141493,32871
141493,111342
141493,106084
141493,89913
141493,24973
141493,39295
141493,145111
141493,25880
141493,115595
141493,83592
141493,8149
141493,98090
141493,84497
141493,41849
141493,35752
141493,90040
141493,154790
141493,102726
141493,117268
141493,157884
141493,132011
141493,108758
141493,8357
141493,157192
141493,152777
141493,95154
141493,26395
141493,99181
141493,11564
141493,95200
141493,108657
141493,18890
141493,87548
141493,66730
141493,117732
141493,58593
141493,94017
141493,104955
141493,75014
141493,114227
141493,152034
141493,102180
141493,21003
141493,152327
141493,101389
141493,10949
141493,82285
141493,150517
141493,139013
141493,7479
141493,104215
141493,8451
141493,63734
141493,100028
141493,78418
141493,19009
141493,83367
141493,142311
141493,84440
141493,121765
141493,112881
141493,73780
141493,88321
141493,155891
141493,94003
141493,57396
141493,145563
141493,27303
141493,129179
141493,11765
141493,89453
141493,135840
141493,87583
141493,18215
141493,155892
141493,130203
141493,58751
141493,144071
141493,110540
141493,143182
141493,48188
141493,97261
141493,61616
141493,135986
141493,10523
141493,77365
141493,93484
141493,116061
141493,109049
141493,122025
141493,70363
141493,121584
141493,22648
141493,75954
141493,103086
141493,109338
141493,836
141493,49156
141493,134124
141493,111462
141493,144723
141493,189
141493,50898
141493,102569
141493,35168
141493,27844
141493,59298
141493,2841
141493,154356
141493,165228
141493,589
141493,124583
141493,27066
141493,136262
141493,107237
141493,79646
141493,55050
141493,841
141493,46183
141493,165639
141493,59564
141493,16767
141493,93382
141493,132936
141493,89223
141493,104483
141493,142148
141493,35060
141493,157183
141493,161293
141493,116565
141493,95697
141493,139931
141493,84653
141493,66539
141493,5851
141493,51539
141493,55261
141493,137772
141493,19114
141493,36313
141493,28688
58736,31466
58736,32338
58736,104152
58736,150754
58736,60422
58736,4019
58736,116919
58736,8306
58736,143751
58736,55056
58736,60929
58736,55525
58736,153131
58736,3381
58736,45510
58736,16475
58736,52703
58736,13225
58736,46979
58736,48738
58736,42427
58736,35860
58736,75663
58736,131798
58736,11528
58736,84570
58736,51651
58736,30029
58736,46550
58736,119572
58736,83499
58736,113903
58736,147976
58736,26835
58736,163197
58736,85838
58736,68328
58736,28791
58736,40604
58736,112906
58736,73323
58736,64963
58736,42669
58736,71882
58736,50064
58736,10372
58736,129581
58736,116172
58736,77804
58736,87516
58736,103762
58736,129212
58736,107493
58736,118441
58736,128328
58736,81907
58736,7599
58736,69159
58736,74769
58736,74666
58736,112456
58736,627
58736,29497
58736,151344
58736,19877
58736,149380
58736,93147
58736,89631
58736,98489
58736,125319
58736,54605
58736,120471
58736,90148
58736,24953
58736,156615
58736,39729
58736,57457
58736,60
58736,79729
58736,40616
58736,97570
58736,138337
58736,134374
58736,83086
58736,31077
58736,158302
58736,123018
58736,118869
58736,143314
58736,139587
58736,76922
58736,75847
58736,44903
58736,165547
58736,73691
58736,94963
58736,131301
58736,94323
58736,55256
58736,10627
58736,24407
58736,131992
58736,131893
58736,157881
58736,98511
58736,105911
58736,45293
58736,157180
58736,137250
58736,35358
58736,126877
58736,37752
58736,74978
58736,53241
58736,35908
58736,63632
58736,25302
58736,135197
58736,47679
58736,158631
58736,56357
58736,23586
58736,124169
58736,21100
58736,139811
58736,89574
58736,146139
58736,38351
58736,152134
58736,23577
58736,84713
58736,159923
58736,162966
58736,64263
58736,51564
58736,155619
58736,4570
58736,59753
58736,143921
58736,152063
58736,140239
58736,128836
58736,128534
58736,4069
58736,47947
58736,104509
58736,86047
58736,163961
58736,120135
58736,76961
58736,82525
58736,92690
58736,100966
58736,140703
58736,4559
58736,97248
58736,32371
58736,56035
58736,160892
58736,1689
58736,58136
58736,32225
58736,86266
58736,62914
58736,3128
58736,98663
58736,16033
58736,50549
58736,87568
58736,139543
58736,67622
58736,160237
58736,146356
58736,30355
58736,68963
